auction_id,model,variant_clean,is_highland,tax_type,is_accident_free,tire_strategy,has_hitch,autopilot,has_heatpump,mileage,age_at_auction_months,first_registration,end_time,final_price,status,number_of_bids,trust_tier
2622d2c7-421c-44f8-ad27-c8f0872767af,Model Y,my_lr,False,vat,False,4_winter,False,Standard,True,63000,31,2023-06-06,2026-02-03 10:00:00,,cancelled,0,Tier 3
27d81c4f-fc39-4cd5-9280-13a489e6b1d2,Model Y,my_lr,False,vat,False,4_winter,False,Standard,True,63000,31,2023-06-06,2026-02-03 10:00:00,,cancelled,0,Tier 3
477100d5-7bea-409e-9c54-273e32cc983e,Model Y,my_lr,False,margin,False,4_winter,True,Standard,True,42959,24,2024-01-24,2026-02-04 10:00:00,32400.0,pending_seller,3,Tier 3
11f58bde-00c7-4568-8e97-4174840a0c62,Model Y,my_lr,False,margin,False,4_winter,True,Standard,True,42959,24,2024-01-24,2026-02-04 10:00:00,,cancelled,0,Tier 3
d88dbed4-4253-4fb8-af8e-75155ac8a062,Model Y,my_p,False,vat,False,8_tires,False,Standard,True,120060,41,2022-08-30,2026-02-04 10:00:00,20000.0,pending_seller,1,Tier 3
d2c23797-1fda-44ac-869a-1f31718873f1,Model Y,my_p,False,vat,False,8_tires,False,Standard,True,120060,41,2022-08-30,2026-02-02 10:00:00,,cancelled,0,Tier 3
9b83189e-4fde-4e7e-a1c7-189b85066f34,Model Y,my_lr,False,vat,True,4_winter,True,Standard,True,113467,53,2021-08-23,2026-02-04 10:00:00,18600.0,pending_seller,1,Tier 3
52902cb7-1f7d-4a09-8eec-a3b3438ac4a3,Model Y,my_lr,False,margin,False,4_all_season,False,EAP,True,90000,35,2023-03-03,2026-02-03 10:00:00,27000.0,pending_seller,3,Tier 3
744e8adc-73c1-4eb4-ad7d-fa47ef29fe92,Model 3,m3_sr,False,margin,False,8_tires,False,Standard,True,48500,30,2023-07-20,2026-02-03 10:00:00,11800.0,closed_seller_declined,1,Tier 3
a8bbe237-0797-4716-b679-a88154aa094b,Model 3,m3_sr,True,margin,True,4_summer,False,Standard,True,38612,27,2023-10-09,2026-02-03 10:00:00,31300.0,pending_seller,8,Tier 3
61f2f527-4e60-4aa8-9bd8-7eba968a0a47,Model Y,my_lr,False,vat,False,4_winter,False,Standard,True,63000,31,2023-06-06,2026-02-03 10:00:00,,cancelled,0,Tier 3
0bad3f73-339b-447b-9959-0e740a7ae9b1,Model 3,m3_lr,False,vat,False,4_summer,False,Standard,True,53005,61,2020-12-09,2026-02-04 10:00:00,16700.0,closed_seller_accepted,1,Tier 1
f540091d-ed8c-42c6-9dbe-1df852eae7ed,Model 3,m3_p,False,margin,False,8_tires,False,Standard,False,109000,65,2020-08-19,2026-02-03 10:00:00,19200.0,pending_seller,1,Tier 3
1cb498b6-aa20-4977-b819-60b99ce68510,Model Y,my_lr,False,margin,False,4_winter,True,Standard,True,42959,24,2024-01-24,2026-02-02 10:00:00,32400.0,cancelled,2,Tier 3
c98dbbb8-02da-4ef1-8b99-92fec350b9cd,Model 3,m3_sr,False,margin,False,4_winter,False,Standard,True,77000,52,2021-09-24,2026-02-02 10:00:00,12200.0,pending_seller,1,Tier 3
d29d3da9-0f7c-4958-afae-ca0c82363441,Model 3,m3_sr,False,margin,False,4_all_season,False,Standard,True,76000,39,2022-11-03,2026-02-02 10:00:00,20300.0,pending_seller,2,Tier 3
ec7184ee-b213-464a-8fd4-a55a8e55a092,Model Y,my_p,False,vat,False,8_tires,False,Standard,True,120060,41,2022-08-30,2026-02-02 10:00:00,20200.0,closed_seller_declined,1,Tier 3
a29e7658-4400-4974-8007-56a7eab15aac,Model 3,m3_lr,False,margin,False,4_all_season,False,Standard,True,68500,47,2022-02-22,2026-02-05 10:00:00,,active,0,Tier 3
ad51f1ef-3084-46ce-9cf8-d4bbf32d395e,Model 3,m3_p,False,margin,False,8_tires,False,EAP,True,48000,53,2021-09-01,2026-02-02 10:00:00,22200.0,pending_seller,1,Tier 3
e41e5c24-8ea8-4405-93e7-f313efe407c3,Model Y,my_lr,False,vat,False,8_tires,False,Standard,True,84805,25,2023-12-20,2026-02-02 10:00:00,23800.0,closed_seller_accepted,4,Tier 1
0f77b21f-ba7e-40df-82b2-39bf326c7bd2,Model 3,m3_sr,False,margin,True,4_all_season,False,Standard,True,15908,38,2022-12-02,2026-02-02 10:00:00,25000.0,closed_seller_accepted,4,Tier 1
2a8b1b32-84ac-4114-a077-f079009a7431,Model Y,my_sr,False,margin,True,8_tires,False,Standard,True,50600,31,2023-06-21,2026-02-02 10:00:00,26800.0,closed_seller_declined,5,Tier 2
50f9b3a1-a200-43ad-93f7-a7477ac75642,Model 3,m3_lr,False,vat,True,8_tires,True,Standard,True,53600,46,2022-03-22,2026-02-04 10:00:00,22300.0,closed_seller_declined,4,Tier 2
c97750f8-7c24-4eda-8331-f6adc636a5e6,Model Y,my_lr,False,margin,False,4_summer,False,Standard,True,27000,27,2023-10-06,2026-02-02 10:00:00,34200.0,closed_seller_accepted,3,Tier 1
3348e947-6621-46d8-aa24-2b1e950ce669,Model 3,m3_lr,False,margin,False,4_winter,False,Standard,True,42242,37,2022-12-30,2026-01-30 10:00:00,,closed_no_bids,0,Tier 3
8f2ef434-6e56-4244-a6d0-2424f6e90e8f,Model Y,my_sr,False,margin,True,4_summer,False,EAP,True,17300,19,2024-06-18,2026-01-30 10:00:00,34500.0,closed_seller_declined,3,Tier 2
687b6448-b18f-4a0d-9ed3-8757349fc79d,Model Y,my_sr,False,margin,True,8_tires,False,Standard,True,42097,30,2023-07-06,2026-01-30 10:00:00,27300.0,pending_seller,5,Tier 3
fb42757d-c1fa-463c-9f1f-faf676746ca8,Model 3,m3_p,False,margin,False,8_tires,False,EAP,True,59000,48,2022-01-28,2026-01-29 10:00:00,27600.0,pending_seller,3,Tier 3
867a6942-9c9e-4330-b207-6fd00acde68c,Model Y,my_lr,False,margin,True,8_tires,True,Standard,True,42000,20,2024-05-06,2026-01-30 10:00:00,36800.0,closed_seller_accepted,5,Tier 1
ab11d6b0-b27a-46ae-8a5c-ef78ddf12492,Model 3,m3_p,False,margin,False,8_tires,False,Standard,False,66000,62,2020-11-18,2026-01-29 10:00:00,21300.0,pending_seller,1,Tier 3
609dd90f-2be3-4ac4-994a-ec55921992c8,Model 3,m3_sr,False,vat,True,4_summer,True,Standard,True,37500,37,2022-12-06,2026-01-30 10:00:00,19200.0,closed_seller_accepted,3,Tier 1
4f866374-088a-40a0-9645-b4c48234c398,Model Y,my_sr,False,margin,True,8_tires,True,Standard,True,12200,31,2023-06-20,2026-01-29 10:00:00,30400.0,closed_seller_accepted,6,Tier 1
3bc7a0e2-37fc-43da-acee-48c4656b28c2,Model Y,my_sr,False,margin,True,4_summer,False,Standard,True,33330,29,2023-08-28,2026-01-29 10:00:00,27700.0,closed_seller_declined,5,Tier 2
8395121c-dc50-4b61-9d6d-d6c4200d5783,Model Y,my_lr,False,margin,True,8_tires,False,Standard,True,51500,24,2024-01-05,2026-01-29 10:00:00,35200.0,closed_seller_declined,4,Tier 2
c0efb4cd-cdd6-463c-84aa-c91a14f8c7eb,Model Y,my_p,False,margin,True,8_tires,False,EAP,True,37000,20,2024-05-17,2026-01-29 10:00:00,35200.0,closed_seller_accepted,1,Tier 1
7198d066-487a-4344-9c2f-feb702c5cd8e,Model 3,m3_sr,False,margin,True,4_winter,True,Standard,True,64000,58,2021-03-20,2026-01-29 10:00:00,18800.0,closed_seller_declined,1,Tier 3
22c1583b-c74c-4735-995b-297f6a960bd0,Model 3,m3_lr,False,margin,True,4_all_season,True,Standard,True,70000,52,2021-09-23,2026-01-28 10:00:00,23200.0,closed_seller_accepted,5,Tier 1
58d76529-c81c-4ace-bd31-4ef113c12e74,Model 3,m3_sr,False,margin,False,8_tires,True,Standard,True,97062,38,2022-11-28,2026-01-29 10:00:00,20700.0,pending_seller,2,Tier 3
1b4fcf78-b4f5-4e22-a5aa-3aaeb49c5179,Model 3,m3_lr,False,vat,False,8_tires,False,Standard,True,42634,34,2023-03-20,2026-01-29 10:00:00,19300.0,closed_seller_declined,1,Tier 3
710ff47c-bb55-43c2-b8a1-8169cd2e4514,Model Y,my_sr,False,vat,True,8_tires,True,Standard,True,32500,16,2024-09-17,2026-01-28 10:00:00,24100.0,closed_seller_declined,6,Tier 2
c356489c-1d2d-4194-911f-1a9d350a3f00,Model 3,m3_p,False,vat,True,4_summer,False,Standard,True,111240,58,2021-03-22,2026-01-29 10:00:00,,closed_no_bids,0,Tier 3
ebd68f0f-29e0-4895-8f1d-1df7706225fa,Model Y,my_lr,False,margin,True,4_all_season,False,Standard,True,16500,40,2022-09-16,2026-01-28 10:00:00,33600.0,closed_seller_accepted,7,Tier 1
359b0d06-ecfe-4620-aff9-4c2513227d8e,Model Y,my_sr,False,margin,True,8_tires,False,Standard,True,6950,19,2024-06-28,2026-01-28 10:00:00,35200.0,pending_seller,7,Tier 3
ef37fe77-25eb-4dba-864d-ae6d77060924,Model Y,my_lr,False,margin,True,4_all_season,True,Standard,True,24865,40,2022-09-14,2026-01-28 10:00:00,33700.0,closed_seller_accepted,7,Tier 1
2f6ace3c-1702-4ee9-9e34-6162cbed1d6e,Model 3,m3_p,False,margin,False,8_tires,False,Standard,True,66590,61,2020-12-07,2026-01-29 10:00:00,23700.0,closed_seller_accepted,1,Tier 1
1602c70e-5ea1-4a1f-b0af-a4554a164f13,Model 3,m3_sr,False,margin,False,4_all_season,False,Standard,True,91000,40,2022-09-20,2026-01-28 10:00:00,19700.0,closed_seller_declined,2,Tier 2
add0782f-adb1-4238-91d3-5ffe874463a8,Model 3,m3_lr,False,vat,False,8_tires,False,Standard,True,42634,34,2023-03-20,2026-01-28 10:00:00,,cancelled,0,Tier 3
a9c103b9-1889-4a4f-abe8-8479f36ef2cb,Model 3,m3_sr,True,margin,False,4_summer,True,Standard,True,38000,26,2023-11-13,2026-01-28 10:00:00,30500.0,pending_seller,8,Tier 3
2c5ecae4-27a4-46b3-9359-b440849fc3bb,Model Y,my_lr,False,margin,False,4_summer,True,Standard,True,64128,40,2022-09-22,2026-01-28 10:00:00,29700.0,closed_seller_accepted,4,Tier 1
f80ca2d6-98fc-4e09-98bc-f5f1468de094,Model 3,m3_lr,False,margin,True,8_tires,False,EAP,True,64400,47,2022-02-11,2026-01-27 10:00:00,26100.0,closed_seller_accepted,5,Tier 1
bbd3d2b4-3499-45dd-9c26-9b940e512be7,Model 3,m3_p,True,margin,True,4_summer,False,Standard,True,15986,19,2024-06-20,2026-01-29 10:00:00,44800.0,closed_seller_declined,4,Tier 2
635ded13-efe9-4a50-ae44-ef129fe09cf7,Model 3,m3_lr,False,margin,False,4_winter,True,Standard,True,55000,30,2023-07-06,2026-01-27 10:00:00,29200.0,closed_seller_accepted,1,Tier 1
a89dbfd1-6851-4c94-bf1a-1ac16e41f7e3,Model Y,my_lr,False,vat,False,8_tires,True,Standard,True,60000,23,2024-02-22,2026-01-26 10:00:00,27600.0,closed_seller_accepted,6,Tier 1
0cdecb59-7ba3-4908-9aa0-88d9e1944f27,Model Y,my_lr,False,margin,True,4_winter,True,Standard,True,37000,10,2025-03-15,2026-01-26 10:00:00,36800.0,closed_seller_accepted,4,Tier 1
d5114556-4606-4124-97a0-9ed4b8615b4d,Model 3,m3_p,False,margin,False,8_tires,False,Standard,False,57736,67,2020-06-26,2026-01-27 10:00:00,22400.0,closed_seller_declined,4,Tier 2
6d81419f-e66d-4bdc-9cbb-84142e7f2f31,Model Y,my_lr,False,margin,False,8_tires,True,Standard,True,74500,31,2023-05-31,2026-01-26 10:00:00,30200.0,closed_seller_declined,4,Tier 2
9ca7103a-224d-4031-9200-cba0cb993082,Model Y,my_lr,False,margin,True,4_all_season,True,Standard,True,41000,35,2023-02-08,2026-01-26 10:00:00,32700.0,closed_seller_accepted,7,Tier 1
c492ae44-5a2c-43cc-9f42-e90bce9661d3,Model 3,m3_lr,True,margin,True,4_all_season,False,Standard,True,28500,27,2023-10-17,2026-01-23 10:00:00,37000.0,closed_seller_accepted,10,Tier 1
72494613-a69b-495c-b8fa-df78f221e0ef,Model 3,m3_p,False,margin,True,4_summer,False,Standard,True,22900,34,2023-03-16,2026-01-23 10:00:00,34500.0,closed_seller_accepted,8,Tier 1
76359c76-ed5e-4ea4-9b0d-36277f51b6bd,Model 3,m3_lr,False,margin,False,8_tires,True,Standard,True,107000,62,2020-11-19,2026-01-23 10:00:00,21200.0,closed_seller_accepted,3,Tier 1
648ade4c-b31c-43a9-a34f-3b33c94c2098,Model 3,m3_p,True,margin,True,8_tires,False,Standard,True,14238,17,2024-08-02,2026-01-23 10:00:00,45400.0,closed_seller_accepted,6,Tier 1
fe1c388b-9a4f-4466-876b-d89d7a1b4daa,Model Y,my_lr,False,margin,True,4_winter,False,Standard,True,35500,40,2022-09-16,2026-01-23 10:00:00,31300.0,closed_seller_declined,3,Tier 2
b44772e5-6f59-490b-a513-c50e04b1af5d,Model Y,my_lr,False,margin,True,4_winter,False,Standard,True,35500,40,2022-09-16,2026-01-23 10:00:00,,cancelled,0,Tier 3
129ae224-349a-42af-b575-18e552d091ba,Model 3,m3_lr,False,margin,False,4_summer,False,Standard,True,90000,58,2021-03-15,2026-01-23 10:00:00,20000.0,closed_seller_accepted,1,Tier 1
017aad1b-bdad-461e-986c-00851c45442a,Model Y,my_lr,False,margin,False,4_all_season,True,Standard,True,105000,43,2022-06-10,2026-01-22 10:00:00,27200.0,closed_seller_declined,4,Tier 2
0ac32108-6e3f-40a3-ac91-78258d13c8ce,Model 3,m3_sr,False,margin,False,4_all_season,False,Standard,True,63390,38,2022-11-17,2026-01-22 10:00:00,22200.0,closed_seller_declined,3,Tier 2
d51d0d1d-ca70-499e-a113-cffe59057df8,Model 3,m3_lr,False,margin,True,8_tires,False,Standard,True,47000,37,2022-11-24,2026-01-22 10:00:00,28700.0,closed_seller_accepted,5,Tier 1
5bb2e624-1ba1-43c8-a0b2-c42892da8d0f,Model Y,my_p,False,margin,True,8_tires,True,EAP,True,89849,41,2022-08-17,2026-01-22 10:00:00,29900.0,closed_seller_declined,3,Tier 2
22f4881a-3619-4154-91f2-6a1f08cd643d,Model Y,my_lr,False,margin,True,8_tires,False,Standard,True,25250,28,2023-09-20,2026-01-22 10:00:00,33400.0,closed_seller_declined,6,Tier 2
9ae4dcf5-b6e5-4970-ab99-a8326da83c47,Model 3,m3_lr,False,margin,True,4_all_season,False,Standard,True,68850,38,2022-11-22,2026-01-22 10:00:00,26600.0,closed_seller_declined,5,Tier 2
4bc6e20c-f9c2-41a0-964e-2efabfdfca43,Model 3,m3_lr,False,vat,True,4_winter,False,Standard,True,2670,4,2025-09-05,2026-01-22 10:00:00,24300.0,closed_seller_declined,1,Tier 3
dc28acab-49b9-45b5-9902-e21659d29dc4,Model 3,m3_sr,True,margin,True,8_tires,True,Standard,True,33983,11,2025-01-31,2026-01-22 10:00:00,31400.0,closed_seller_declined,9,Tier 2
02526c0b-8070-4213-881a-e477971fbee9,Model 3,m3_sr,True,margin,True,8_tires,True,Standard,True,33983,11,2025-01-31,2026-01-22 10:00:00,,cancelled,0,Tier 3
e00f45c0-c73b-4a45-91bd-a34405d0a4a9,Model Y,my_lr,False,margin,True,4_summer,True,Standard,True,45100,30,2023-06-27,2026-01-21 10:00:00,32600.0,closed_seller_declined,5,Tier 2
8bbf83da-444b-469e-b67c-410a72f417fe,Model Y,my_p,False,margin,True,8_tires,True,Standard,True,35667,23,2024-01-25,2026-01-21 10:00:00,37100.0,closed_seller_declined,4,Tier 2
0c614bbf-34ab-453b-9b56-00173412b26e,Model 3,m3_sr,True,margin,True,8_tires,False,Standard,True,16000,6,2025-06-30,2026-01-22 10:00:00,32200.0,closed_seller_declined,8,Tier 2
1d589b51-dec3-42dc-a9b7-fce5bdde930a,Model 3,m3_sr,False,margin,False,8_tires,False,Standard,True,49000,61,2020-12-17,2026-01-21 10:00:00,19100.0,closed_seller_declined,3,Tier 2
9a81e0fb-50aa-4787-80e5-78184a472913,Model Y,my_lr,False,vat,False,8_tires,True,Standard,True,44179,40,2022-08-31,2026-01-20 10:00:00,24900.0,closed_seller_declined,5,Tier 2
eea17d17-157a-4160-8aad-c29693244423,Model 3,m3_p,False,margin,False,4_all_season,False,Standard,False,86000,75,2019-09-26,2026-01-20 10:00:00,19300.0,closed_seller_declined,1,Tier 3
10025f30-6130-4cb8-b78f-8d0e2dc7a3f5,Model 3,m3_sr,False,margin,True,4_all_season,False,Standard,True,61000,45,2022-03-24,2026-01-21 10:00:00,22100.0,closed_seller_declined,5,Tier 2
87e00079-487a-419f-8d3f-322b4673317a,Model 3,m3_sr,False,margin,True,8_tires,False,Standard,True,66600,45,2022-03-24,2026-01-21 10:00:00,22200.0,closed_seller_declined,3,Tier 2
0a451ca4-ce22-4151-bb47-f0863a96832c,Model 3,m3_sr,False,vat,True,4_all_season,False,Standard,True,36578,37,2022-12-15,2026-01-20 10:00:00,18700.0,closed_seller_declined,7,Tier 2
9d155608-252d-49cf-bd52-683a996019ed,Model Y,my_lr,False,margin,False,4_summer,False,Standard,True,29948,39,2022-09-21,2026-01-20 10:00:00,31300.0,closed_seller_declined,3,Tier 2
bc4ca346-36d1-4881-a0d1-3ac299dfaf08,Model 3,m3_p,False,margin,True,4_winter,False,Standard,False,43718,69,2020-03-24,2026-01-20 10:00:00,22200.0,closed_seller_accepted,4,Tier 1
251769d9-acb5-4388-9ebc-2088e3d088ea,Model Y,my_lr,False,vat,True,8_tires,False,Standard,True,35272,27,2023-10-12,2026-01-19 10:00:00,28300.0,closed_seller_declined,8,Tier 2
2cd0a974-0351-43d9-8b7f-5c5a2d8e0e81,Model 3,m3_sr,False,margin,False,8_tires,True,Standard,False,80209,63,2020-09-28,2026-01-19 10:00:00,10500.0,closed_seller_declined,1,Tier 3
f2d8ee28-32c1-4dd5-ae0d-75ecc7ca2c0d,Model Y,my_sr,False,margin,True,4_summer,False,Standard,True,10500,24,2023-12-19,2026-01-16 10:00:00,30200.0,closed_seller_accepted,4,Tier 1
72195d9d-4278-46df-98b5-ed4b24518d71,Model 3,m3_sr,False,margin,True,4_all_season,False,Standard,True,38000,28,2023-08-21,2026-01-16 10:00:00,26600.0,closed_seller_accepted,5,Tier 1
57d65a9d-eadb-4403-a533-3db587b904f9,Model Y,my_lr,False,margin,False,4_summer,False,Standard,True,44905,39,2022-09-21,2026-01-16 10:00:00,32300.0,closed_seller_accepted,2,Tier 1
b7385329-ff16-4001-bd32-3a1349952327,Model Y,my_p,False,margin,False,8_tires,True,Standard,True,61000,39,2022-09-27,2026-01-16 10:00:00,30700.0,closed_seller_declined,3,Tier 2
4433932e-11b1-4b4f-9546-501a7f1eb682,Model 3,m3_p,False,margin,False,4_summer,False,Standard,True,28653,61,2020-12-07,2026-01-19 10:00:00,15600.0,closed_seller_declined,1,Tier 3
d0fcd24f-a91d-4a0c-8dc9-a217a67eb854,Model 3,m3_lr,False,vat,True,8_tires,False,Standard,True,92142,39,2022-09-19,2026-01-16 10:00:00,22200.0,closed_seller_accepted,5,Tier 1
0eefa773-32f2-4899-9602-90802ad9558a,Model 3,m3_lr,False,margin,True,8_tires,False,Standard,True,50500,35,2023-01-24,2026-01-16 10:00:00,31200.0,closed_seller_accepted,5,Tier 1
6ff5eb6a-bc6b-4040-86da-ef270e3a8b20,Model 3,m3_lr,False,vat,True,8_tires,False,FSD,True,62000,55,2021-06-01,2026-01-16 10:00:00,20200.0,closed_seller_accepted,6,Tier 1
b5534fa0-f4ff-473f-b391-ddd72373dc3c,Model 3,m3_lr,False,margin,False,4_all_season,False,Standard,True,37000,38,2022-11-03,2026-01-19 10:00:00,28800.0,closed_seller_declined,8,Tier 2
5abe63a1-ebdf-4d84-84d8-50c698a03c77,Model 3,m3_sr,False,margin,False,4_all_season,False,Standard,True,56000,38,2022-11-01,2026-01-15 10:00:00,22100.0,closed_seller_declined,3,Tier 2
d026d503-8fbf-486c-bf59-6a473827838c,Model Y,my_p,False,margin,True,8_tires,False,Standard,True,58475,37,2022-12-13,2026-01-15 10:00:00,33200.0,closed_seller_accepted,5,Tier 1
719e511c-6e4b-4a04-971a-0e21b9fab0c2,Model Y,my_lr,False,margin,False,8_tires,False,Standard,True,51279,35,2023-01-23,2026-01-15 10:00:00,32400.0,closed_seller_declined,4,Tier 2
2fde364d-6526-47a8-9a33-224a2584d061,Model 3,m3_p,False,margin,True,8_tires,False,Standard,True,68848,51,2021-09-28,2026-01-15 10:00:00,25400.0,closed_seller_declined,3,Tier 2
87f673f1-ace4-41b8-a712-3d3e226b43c2,Model 3,m3_sr,False,vat,False,8_tires,False,Standard,True,72656,58,2021-02-18,2026-01-14 10:00:00,17200.0,closed_seller_declined,7,Tier 2
dfa2dc9a-effc-4ec3-bae8-51fd584d83c3,Model 3,m3_p,False,vat,True,4_summer,True,FSD,False,85454,76,2019-08-22,2026-01-15 10:00:00,16400.0,closed_seller_declined,3,Tier 2
190d7721-6f16-4802-87d9-808d9ff3c81b,Model Y,my_lr,False,margin,False,4_all_season,True,Standard,True,52700,47,2022-02-09,2026-01-14 10:00:00,29700.0,closed_seller_declined,3,Tier 2
1c8a2869-d416-4487-9358-7c7c52524dab,Model Y,my_sr,False,margin,True,4_all_season,False,Standard,True,41900,32,2023-05-11,2026-01-15 10:00:00,29300.0,closed_seller_accepted,3,Tier 1
96013a9c-bc2d-462e-a008-14285b38274a,Model 3,m3_lr,False,margin,False,4_all_season,False,Standard,True,58200,49,2021-12-14,2026-01-15 10:00:00,23200.0,closed_seller_accepted,3,Tier 1
4846fa11-3da5-4304-8f29-141702c442fd,Model 3,m3_p,False,margin,False,4_summer,False,Standard,True,80000,58,2021-03-10,2026-01-14 10:00:00,22300.0,closed_seller_declined,3,Tier 2
91f9b2cc-ff28-4f0d-b840-0a1673c29116,Model Y,my_sr,False,margin,False,8_tires,False,Standard,True,49200,34,2023-02-20,2026-01-14 10:00:00,27400.0,closed_seller_declined,4,Tier 2
a324e710-39f1-4ce3-832c-dbf9da467d6e,Model Y,my_lr,False,vat,False,4_all_season,True,Standard,True,111331,46,2022-02-28,2026-01-14 10:00:00,21400.0,closed_seller_accepted,3,Tier 1
7b60e708-c76f-4511-8e42-31da093420fe,Model 3,m3_p,False,margin,True,8_tires,False,Standard,True,39000,49,2021-11-23,2026-01-14 10:00:00,26600.0,closed_seller_declined,5,Tier 2
